lat,lon,cooplabmst_ID,DSP_sample_ID,DSP_Pedon_ID,DSP_Pedon,layer_no,KSSL_labsampnum,pedon_ID,DSP_Plot_ID,Pedon_Num,UserPedonID,laydesg_ID,hzdesg,top_cm,bottom_cm,soc_pct_mass,measured_bulk_density_g_cm3,gee_point_id
39.9519869,-100.89697,1,KeCF3-1-1,KeCF3-1,S2018KS153101,1,19N02620,141,KeCF3,,,1.0,Ap1,0.0,5.0,1.89,1.298786803,dsp4sh_000091
39.9519869,-100.89697,2,KeCF3-1-2,KeCF3-1,S2018KS153101,2,19N02621,141,KeCF3,,,2.0,Ap1,5.0,10.0,1.05,1.347896905,dsp4sh_000091
39.9519869,-100.89697,3,KeCF3-1-3,KeCF3-1,S2018KS153101,3,19N02622,141,KeCF3,,,3.0,Ap2,10.0,23.0,0.89,1.394038814,dsp4sh_000091
39.9519869,-100.89697,4,KeCF3-1-4,KeCF3-1,S2018KS153101,4,19N02623,141,KeCF3,,,4.0,Bt1,23.0,40.0,0.72,1.358523671,dsp4sh_000091
39.9519869,-100.89697,5,KeCF3-1-5,KeCF3-1,S2018KS153101,5,19N02624,141,KeCF3,,,5.0,Bt2,40.0,57.0,0.58,1.30281053,dsp4sh_000091
39.9519869,-100.89697,6,KeCF3-1-6,KeCF3-1,S2018KS153101,6,19N02625,141,KeCF3,,,6.0,Btk1,57.0,74.0,0.48,1.370904369,dsp4sh_000091
39.9519869,-100.89697,7,KeCF3-1-7,KeCF3-1,S2018KS153101,7,19N02626,141,KeCF3,,,7.0,Btk2,74.0,100.0,0.44,1.017617978,dsp4sh_000091
39.9521612,-100.8967806,8,KeCF3-2-1,KeCF3-2,S2018KS153102,1,19N02627,142,KeCF3,,,8.0,Ap1,0.0,5.0,1.65,0.859426784,dsp4sh_000092
39.9521612,-100.8967806,9,KeCF3-2-2,KeCF3-2,S2018KS153102,2,19N02628,142,KeCF3,,,9.0,Ap1,5.0,10.0,1.01,1.422439024,dsp4sh_000092
39.9521612,-100.8967806,10,KeCF3-2-3,KeCF3-2,S2018KS153102,3,19N02629,142,KeCF3,,,10.0,Ap2,10.0,21.0,1.07,1.393180246,dsp4sh_000092
39.9521612,-100.8967806,11,KeCF3-2-4,KeCF3-2,S2018KS153102,4,19N02630,142,KeCF3,,,11.0,Bt1,21.0,36.0,0.67,1.199981955,dsp4sh_000092
39.9521612,-100.8967806,12,KeCF3-2-5,KeCF3-2,S2018KS153102,5,19N02631,142,KeCF3,,,12.0,Bt2,36.0,52.0,0.56,1.353542374,dsp4sh_000092
39.9521612,-100.8967806,13,KeCF3-2-6,KeCF3-2,S2018KS153102,6,19N02632,142,KeCF3,,,13.0,Btk1,52.0,75.0,0.57,1.244338646,dsp4sh_000092
39.9521612,-100.8967806,14,KeCF3-2-7,KeCF3-2,S2018KS153102,7,19N02633,142,KeCF3,,,14.0,Btk2,75.0,100.0,0.78,1.237749962,dsp4sh_000092
39.9521612,-100.8967806,15,KeCF3-3-1,KeCF3-3,S2018KS153103,1,19N02634,143,KeCF3,,,15.0,Ap1,0.0,5.0,1.63,1.114623921,dsp4sh_000092
39.9521612,-100.8967806,16,KeCF3-3-2,KeCF3-3,S2018KS153103,2,19N02635,143,KeCF3,,,16.0,Ap1,5.0,10.0,1.01,1.454009804,dsp4sh_000092
39.9521612,-100.8967806,17,KeCF3-3-3,KeCF3-3,S2018KS153103,3,19N02636,143,KeCF3,,,17.0,Ap2,10.0,21.0,0.8,0.788611771,dsp4sh_000092
39.9521612,-100.8967806,18,KeCF3-3-4,KeCF3-3,S2018KS153103,4,19N02637,143,KeCF3,,,18.0,Bt1,21.0,37.0,0.59,1.274615425,dsp4sh_000092
39.9521612,-100.8967806,19,KeCF3-3-5,KeCF3-3,S2018KS153103,5,19N02638,143,KeCF3,,,19.0,Bt2,37.0,50.0,0.54,1.268902496,dsp4sh_000092
39.9521612,-100.8967806,20,KeCF3-3-6,KeCF3-3,S2018KS153103,6,19N02639,143,KeCF3,,,20.0,Btk1,50.0,83.0,0.72,1.281685964,dsp4sh_000092
39.9521612,-100.8967806,21,KeCF3-3-7,KeCF3-3,S2018KS153103,7,19N02640,143,KeCF3,,,21.0,Btk2,83.0,100.0,0.61,,dsp4sh_000092
39.978288,-100.868944,22,KeC3-1-1,KeC3-1,S2018KS153104,1,19N02641,144,KeC3,,,22.0,Ap1,0.0,5.0,3.79,1.3557896,dsp4sh_000096
39.978288,-100.868944,23,KeC3-1-2,KeC3-1,S2018KS153104,2,19N02642,144,KeC3,,,23.0,Ap1,5.0,10.0,3.73,1.3557896,dsp4sh_000096
39.978288,-100.868944,24,KeC3-1-3,KeC3-1,S2018KS153104,3,19N02643,144,KeC3,,,24.0,Ap2,10.0,23.0,0.96,1.319496695,dsp4sh_000096
39.978288,-100.868944,25,KeC3-1-4,KeC3-1,S2018KS153104,4,19N02644,144,KeC3,,,25.0,Bt,23.0,39.0,0.72,1.267764127,dsp4sh_000096
39.978288,-100.868944,26,KeC3-1-5,KeC3-1,S2018KS153104,5,19N02645,144,KeC3,,,26.0,Btk,39.0,57.0,0.52,1.21216204,dsp4sh_000096
39.978288,-100.868944,27,KeC3-1-6,KeC3-1,S2018KS153104,6,19N02646,144,KeC3,,,27.0,Bk1,57.0,77.0,0.62,1.325972752,dsp4sh_000096
39.978288,-100.868944,28,KeC3-1-7,KeC3-1,S2018KS153104,7,19N02647,144,KeC3,,,28.0,Bk2,77.0,100.0,0.49,1.268741182,dsp4sh_000096
39.978452,-100.868986,29,KeC3-2-1,KeC3-2,S2018KS153105,1,19N02648,145,KeC3,,,29.0,Ap1,0.0,5.0,1.22,1.316326125,dsp4sh_000098
39.978452,-100.868986,30,KeC3-2-2,KeC3-2,S2018KS153105,2,19N02649,145,KeC3,,,30.0,Ap1,5.0,10.0,0.96,1.332111515,dsp4sh_000098
39.978452,-100.868986,31,KeC3-2-3,KeC3-2,S2018KS153105,3,19N02650,145,KeC3,,,31.0,Ap2,10.0,15.0,0.78,1.282124447,dsp4sh_000098
39.978452,-100.868986,32,KeC3-2-4,KeC3-2,S2018KS153105,4,19N02651,145,KeC3,,,32.0,Bt1,15.0,26.0,0.68,1.477289268,dsp4sh_000098
39.978452,-100.868986,33,KeC3-2-5,KeC3-2,S2018KS153105,5,19N02652,145,KeC3,,,33.0,Bt2,26.0,35.0,0.87,1.372451956,dsp4sh_000098
39.978452,-100.868986,34,KeC3-2-6,KeC3-2,S2018KS153105,6,19N02653,145,KeC3,,,34.0,Btk1,35.0,55.0,0.8,1.27401251,dsp4sh_000098
39.978452,-100.868986,35,KeC3-2-7,KeC3-2,S2018KS153105,7,19N02654,145,KeC3,,,35.0,Btk2,55.0,86.0,0.45,1.313044574,dsp4sh_000098
39.978452,-100.868986,36,KeC3-2-8,KeC3-2,S2018KS153105,8,19N02655,145,KeC3,,,36.0,Bk,86.0,100.0,0.4,1.334554492,dsp4sh_000098
39.9783659,-100.8687585,37,KeC3-3-1,KeC3-3,S2018KS153106,1,19N02656,146,KeC3,,,37.0,Ap1,0.0,5.0,1.23,1.252307599,dsp4sh_000097
39.9783659,-100.8687585,38,KeC3-3-2,KeC3-3,S2018KS153106,2,19N02657,146,KeC3,,,38.0,Ap1,5.0,10.0,1.03,1.210213226,dsp4sh_000097
39.9783659,-100.8687585,39,KeC3-3-3,KeC3-3,S2018KS153106,3,19N02658,146,KeC3,,,39.0,Ap2,10.0,18.0,0.88,1.258446362,dsp4sh_000097
39.9783659,-100.8687585,40,KeC3-3-4,KeC3-3,S2018KS153106,4,19N02659,146,KeC3,,,40.0,Bt1,18.0,29.0,1.01,1.427461648,dsp4sh_000097
39.9783659,-100.8687585,41,KeC3-3-5,KeC3-3,S2018KS153106,5,19N02660,146,KeC3,,,41.0,Bt2,29.0,41.0,0.89,1.348335388,dsp4sh_000097
39.9783659,-100.8687585,42,KeC3-3-6,KeC3-3,S2018KS153106,6,19N02661,146,KeC3,,,42.0,Btk1,41.0,57.0,0.59,1.303390875,dsp4sh_000097
39.9783659,-100.8687585,43,KeC3-3-7,KeC3-3,S2018KS153106,7,19N02662,146,KeC3,,,43.0,Btk2,57.0,76.0,0.36,1.313141353,dsp4sh_000097
39.9783659,-100.8687585,44,KeC3-3-8,KeC3-3,S2018KS153106,8,19N02663,146,KeC3,,,44.0,Bk,76.0,100.0,0.41,1.225194731,dsp4sh_000097
39.9736474,-100.8692162,45,KeN3-1-1,KeN3-1,S2018KS153107,1,19N02664,147,KeN3,,,45.0,A1,0.0,5.0,1.35,1.056744158,dsp4sh_000093
39.9736474,-100.8692162,46,KeN3-1-2,KeN3-1,S2018KS153107,2,19N02665,147,KeN3,,,46.0,A1,5.0,10.0,3.01,1.420685092,dsp4sh_000093
39.9736474,-100.8692162,47,KeN3-1-3,KeN3-1,S2018KS153107,3,19N02666,147,KeN3,,,47.0,A2,10.0,25.0,1.04,1.254736121,dsp4sh_000093
39.9736474,-100.8692162,48,KeN3-1-4,KeN3-1,S2018KS153107,4,19N02667,147,KeN3,,,48.0,Bt1,25.0,43.0,0.74,1.301668263,dsp4sh_000093
39.9736474,-100.8692162,49,KeN3-1-5,KeN3-1,S2018KS153107,5,19N02668,147,KeN3,,,49.0,Bt2,43.0,57.0,0.59,1.35582614,dsp4sh_000093
39.9736474,-100.8692162,50,KeN3-1-6,KeN3-1,S2018KS153107,6,19N02669,147,KeN3,,,50.0,Bk1,57.0,83.0,0.73,1.164903311,dsp4sh_000093
39.9736474,-100.8692162,51,KeN3-1-7,KeN3-1,S2018KS153107,7,19N02670,147,KeN3,,,51.0,Bk2,83.0,100.0,0.82,1.348993112,dsp4sh_000093
39.9739409,-100.8692095,52,KeN3-2-1,KeN3-2,S2018KS153108,1,19N02671,148,KeN3,,,52.0,A1,0.0,5.0,2.91,0.686664461,dsp4sh_000095
39.9739409,-100.8692095,53,KeN3-2-2,KeN3-2,S2018KS153108,2,19N02672,148,KeN3,,,53.0,A1,5.0,10.0,1.29,1.275985684,dsp4sh_000095
39.9739409,-100.8692095,54,KeN3-2-3,KeN3-2,S2018KS153108,3,19N02673,148,KeN3,,,54.0,A2,10.0,25.0,1.06,1.297909837,dsp4sh_000095
39.9739409,-100.8692095,55,KeN3-2-4,KeN3-2,S2018KS153108,4,19N02674,148,KeN3,,,55.0,Bt1,25.0,45.0,0.67,1.330169661,dsp4sh_000095
39.9739409,-100.8692095,56,KeN3-2-5,KeN3-2,S2018KS153108,5,19N02675,148,KeN3,,,56.0,Bt2,45.0,71.0,0.58,1.348136077,dsp4sh_000095
39.9739409,-100.8692095,57,KeN3-2-6,KeN3-2,S2018KS153108,6,19N02676,148,KeN3,,,57.0,Btk,71.0,85.0,0.66,1.431647168,dsp4sh_000095
39.9739409,-100.8692095,58,KeN3-2-7,KeN3-2,S2018KS153108,7,19N02677,148,KeN3,,,58.0,Bk,85.0,100.0,0.91,1.33862612,dsp4sh_000095
39.9737363,-100.8690184,59,KeN3-3-1,KeN3-3,S2018KS153109,1,19N02678,149,KeN3,,,59.0,A1,0.0,5.0,2.79,0.734897597,dsp4sh_000094
39.9737363,-100.8690184,60,KeN3-3-2,KeN3-3,S2018KS153109,2,19N02679,149,KeN3,,,60.0,A1,5.0,10.0,1.35,1.158472226,dsp4sh_000094
39.9737363,-100.8690184,61,KeN3-3-3,KeN3-3,S2018KS153109,3,19N02680,149,KeN3,,,61.0,A2,10.0,26.0,0.96,1.290236383,dsp4sh_000094
39.9737363,-100.8690184,62,KeN3-3-4,KeN3-3,S2018KS153109,4,19N02681,149,KeN3,,,62.0,Bt,26.0,44.0,0.71,1.237691498,dsp4sh_000094
39.9737363,-100.8690184,63,KeN3-3-5,KeN3-3,S2018KS153109,5,19N02682,149,KeN3,,,63.0,Btk,44.0,65.0,0.74,1.301807464,dsp4sh_000094
39.9737363,-100.8690184,64,KeN3-3-6,KeN3-3,S2018KS153109,6,19N02683,149,KeN3,,,64.0,Bk1,65.0,79.0,0.89,1.30271227,dsp4sh_000094
39.9737363,-100.8690184,65,KeN3-3-7,KeN3-3,S2018KS153109,7,19N02684,149,KeN3,,,65.0,Bk2,79.0,100.0,0.66,1.189385281,dsp4sh_000094
39.2447359,-100.5431538,66,KeCF1-1-1,KeCF1-1,S2018KS179104,1,19N02511,150,KeCF1,,,66.0,Ap,0.0,5.0,1.92,1.495227211,dsp4sh_000067
39.2447359,-100.5431538,67,KeCF1-1-2,KeCF1-1,S2018KS179104,2,19N02512,150,KeCF1,,,67.0,Ap,5.0,10.0,1.09,1.26107726,dsp4sh_000067
39.2447359,-100.5431538,68,KeCF1-1-3,KeCF1-1,S2018KS179104,3,19N02513,150,KeCF1,,,68.0,A,10.0,18.0,0.93,1.396568524,dsp4sh_000067
39.2447359,-100.5431538,69,KeCF1-1-4,KeCF1-1,S2018KS179104,4,19N02514,150,KeCF1,,,69.0,Bt1,18.0,27.0,0.62,1.426531532,dsp4sh_000067
39.2447359,-100.5431538,70,KeCF1-1-5,KeCF1-1,S2018KS179104,5,19N02515,150,KeCF1,,,70.0,Bt2,27.0,37.0,0.58,1.518466812,dsp4sh_000067
39.2447359,-100.5431538,71,KeCF1-1-6,KeCF1-1,S2018KS179104,6,19N02516,150,KeCF1,,,71.0,Btk,37.0,59.0,0.72,1.168358026,dsp4sh_000067
39.2447359,-100.5431538,72,KeCF1-1-7,KeCF1-1,S2018KS179104,7,19N02517,150,KeCF1,,,72.0,Bk,59.0,100.0,0.51,1.149574228,dsp4sh_000067
39.2450134,-100.5430643,73,KeCF1-2-1,KeCF1-2,S2018KS179105,1,19N02518,151,KeCF1,,,73.0,Ap1,0.0,5.0,1.79,1.275108718,dsp4sh_000068
39.2450134,-100.5430643,74,KeCF1-2-2,KeCF1-2,S2018KS179105,2,19N02519,151,KeCF1,,,74.0,Ap1,5.0,10.0,1.11,1.3557896,dsp4sh_000068
39.2450134,-100.5430643,75,KeCF1-2-3,KeCF1-2,S2018KS179105,3,19N02520,151,KeCF1,,,75.0,Ap2,10.0,18.0,0.9,1.470562539,dsp4sh_000068
39.2450134,-100.5430643,76,KeCF1-2-4,KeCF1-2,S2018KS179105,4,19N02521,151,KeCF1,,,76.0,Bt1,18.0,32.0,0.62,1.24811069,dsp4sh_000068
39.2450134,-100.5430643,77,KeCF1-2-5,KeCF1-2,S2018KS179105,5,19N02522,151,KeCF1,,,77.0,Bt2,32.0,45.0,0.55,1.282731577,dsp4sh_000068
39.2450134,-100.5430643,78,KeCF1-2-6,KeCF1-2,S2018KS179105,6,19N02523,151,KeCF1,,,78.0,Btk,45.0,66.0,0.53,1.019368697,dsp4sh_000068
39.2450134,-100.5430643,79,KeCF1-2-7,KeCF1-2,S2018KS179105,7,19N02524,151,KeCF1,,,79.0,Bk,66.0,100.0,0.5,1.077352861,dsp4sh_000068
39.2447102,-100.5427146,80,KeCF1-3-1,KeCF1-3,S2018KS179106,1,19N02525,152,KeCF1,,,80.0,Ap1,0.0,5.0,1.89,1.06288292,dsp4sh_000066
39.2447102,-100.5427146,81,KeCF1-3-2,KeCF1-3,S2018KS179106,2,19N02526,152,KeCF1,,,81.0,Ap1,5.0,10.0,1.19,1.259323328,dsp4sh_000066
39.2447102,-100.5427146,82,KeCF1-3-3,KeCF1-3,S2018KS179106,3,19N02527,152,KeCF1,,,82.0,Ap2,10.0,18.0,1.23,1.093467113,dsp4sh_000066
39.2447102,-100.5427146,83,KeCF1-3-4,KeCF1-3,S2018KS179106,4,19N02528,152,KeCF1,,,83.0,Bt1,18.0,46.0,0.8,,dsp4sh_000066
39.2447102,-100.5427146,84,KeCF1-3-5,KeCF1-3,S2018KS179106,5,19N02529,152,KeCF1,,,84.0,Bt2,46.0,77.0,0.57,1.265377223,dsp4sh_000066
39.2447102,-100.5427146,85,KeCF1-3-6,KeCF1-3,S2018KS179106,6,19N02530,152,KeCF1,,,85.0,Btk,77.0,95.0,0.48,1.411671829,dsp4sh_000066
39.2447102,-100.5427146,86,KeCF1-3-7,KeCF1-3,S2018KS179106,7,19N02531,152,KeCF1,,,86.0,Bk,95.0,100.0,0.45,1.571523262,dsp4sh_000066
39.249205,-100.56165,87,KeN1-1-1,KeN1-1,S2018KS179107,1,19N02532,153,KeN1,,,87.0,A1,0.0,5.0,3.19,1.153210429,dsp4sh_000069
39.249205,-100.56165,88,KeN1-1-2,KeN1-1,S2018KS179107,2,19N02533,153,KeN1,,,88.0,A1,5.0,10.0,2.01,1.247045803,dsp4sh_000069
39.249205,-100.56165,89,KeN1-1-3,KeN1-1,S2018KS179107,3,19N02534,153,KeN1,,,89.0,A2,10.0,23.0,1.68,0.795992902,dsp4sh_000069
39.249205,-100.56165,90,KeN1-1-4,KeN1-1,S2018KS179107,4,19N02535,153,KeN1,,,90.0,Bt1,23.0,44.0,1.04,1.210944031,dsp4sh_000069
39.249205,-100.56165,91,KeN1-1-5,KeN1-1,S2018KS179107,5,19N02536,153,KeN1,,,91.0,Bt2,44.0,68.0,0.68,1.239654231,dsp4sh_000069
39.249205,-100.56165,92,KeN1-1-6,KeN1-1,S2018KS179107,6,19N02537,153,KeN1,,,92.0,Bk1,68.0,80.0,0.79,0.988779284,dsp4sh_000069
39.249205,-100.56165,93,KeN1-1-7,KeN1-1,S2018KS179107,7,19N02538,153,KeN1,,,93.0,Bk2,80.0,100.0,0.53,1.109362124,dsp4sh_000069
39.249205,-100.56165,94,KeN1-2-1,KeN1-2,S2018KS179108,1,19N02539,154,KeN1,,,94.0,A1,0.0,5.0,3.37,0.885735767,dsp4sh_000069
39.249205,-100.56165,95,KeN1-2-2,KeN1-2,S2018KS179108,2,19N02540,154,KeN1,,,95.0,A1,5.0,10.0,1.9,1.083053141,dsp4sh_000069
39.249205,-100.56165,96,KeN1-2-3,KeN1-2,S2018KS179108,3,19N02541,154,KeN1,,,96.0,A2,10.0,28.0,1.59,1.180688701,dsp4sh_000069
39.249205,-100.56165,97,KeN1-2-4,KeN1-2,S2018KS179108,4,19N02542,154,KeN1,,,97.0,Bt1,28.0,42.0,0.88,1.234768277,dsp4sh_000069
39.249205,-100.56165,98,KeN1-2-5,KeN1-2,S2018KS179108,5,19N02543,154,KeN1,,,98.0,Bt2,42.0,64.0,0.6,1.099749226,dsp4sh_000069
39.249205,-100.56165,99,KeN1-2-6,KeN1-2,S2018KS179108,6,19N02544,154,KeN1,,,99.0,Btk,64.0,86.0,0.53,1.16479891,dsp4sh_000069
39.249205,-100.56165,100,KeN1-2-7,KeN1-2,S2018KS179108,7,19N02545,154,KeN1,,,100.0,Bk,86.0,100.0,0.56,1.148240955,dsp4sh_000069
39.249205,-100.56165,101,KeN1-3-1,KeN1-3,S2018KS179109,1,19N02546,155,KeN1,,,101.0,A1,0.0,5.0,3.53,0.848903191,dsp4sh_000069
39.249205,-100.56165,102,KeN1-3-2,KeN1-3,S2018KS179109,2,19N02547,155,KeN1,,,102.0,A1,5.0,10.0,1.82,1.210213226,dsp4sh_000069
39.249205,-100.56165,103,KeN1-3-3,KeN1-3,S2018KS179109,3,19N02548,155,KeN1,,,103.0,A2,10.0,26.0,1.31,1.181437776,dsp4sh_000069
39.249205,-100.56165,104,KeN1-3-4,KeN1-3,S2018KS179109,4,19N02549,155,KeN1,,,104.0,Bt,26.0,41.0,0.74,1.201199963,dsp4sh_000069
39.249205,-100.56165,105,KeN1-3-5,KeN1-3,S2018KS179109,5,19N02550,155,KeN1,,,105.0,Btk,41.0,59.0,0.59,0.991180501,dsp4sh_000069
39.249205,-100.56165,106,KeN1-3-6,KeN1-3,S2018KS179109,6,19N02551,155,KeN1,,,106.0,Bk1,59.0,80.0,0.56,1.177640199,dsp4sh_000069
39.249205,-100.56165,107,KeN1-3-7,KeN1-3,S2018KS179109,7,19N02552,155,KeN1,,,107.0,Bk2,80.0,100.0,0.46,1.096207632,dsp4sh_000069
39.244626,-100.557271,108,KeC1-1-1,KeC1-1,S2018KS179110,1,19N02553,156,KeC1,,,108.0,Ap1,0.0,5.0,2.17,1.11023909,dsp4sh_000065
39.244626,-100.557271,109,KeC1-1-2,KeC1-1,S2018KS179110,2,19N02554,156,KeC1,,,109.0,Ap1,5.0,10.0,1.9,1.420685092,dsp4sh_000065
39.244626,-100.557271,110,KeC1-1-3,KeC1-1,S2018KS179110,3,19N02555,156,KeC1,,,110.0,Ap2,10.0,23.0,1.61,1.269239791,dsp4sh_000065
39.244626,-100.557271,111,KeC1-1-4,KeC1-1,S2018KS179110,4,19N02556,156,KeC1,,,111.0,Bt1,23.0,36.0,1.14,1.277334863,dsp4sh_000065
39.244626,-100.557271,112,KeC1-1-5,KeC1-1,S2018KS179110,5,19N02557,156,KeC1,,,112.0,Bt2,36.0,54.0,0.78,1.324462422,dsp4sh_000065
39.244626,-100.557271,113,KeC1-1-6,KeC1-1,S2018KS179110,6,19N02558,156,KeC1,,,113.0,Btk1,54.0,69.0,0.6,1.403438092,dsp4sh_000065
39.244626,-100.557271,114,KeC1-1-7,KeC1-1,S2018KS179110,7,19N02559,156,KeC1,,,114.0,Btk2,69.0,87.0,0.83,1.287678566,dsp4sh_000065
39.244626,-100.557271,115,KeC1-1-8,KeC1-1,S2018KS179110,8,19N02560,156,KeC1,,,115.0,Bk,87.0,100.0,0.53,1.111048597,dsp4sh_000065
39.244626,-100.557271,116,KeC1-2-1,KeC1-2,S2018KS179111,1,19N02561,157,KeC1,,,116.0,Ap,0.0,5.0,2.1,1.268092989,dsp4sh_000065
39.244626,-100.557271,117,KeC1-2-2,KeC1-2,S2018KS179111,2,19N02562,157,KeC1,,,117.0,Ap,5.0,10.0,1.74,1.313695227,dsp4sh_000065
39.244626,-100.557271,118,KeC1-2-3,KeC1-2,S2018KS179111,3,19N02563,157,KeC1,,,118.0,A,10.0,25.0,1.15,1.305217888,dsp4sh_000065
39.244626,-100.557271,119,KeC1-2-4,KeC1-2,S2018KS179111,4,19N02564,157,KeC1,,,119.0,Bt1,25.0,36.0,0.75,1.313456054,dsp4sh_000065
39.244626,-100.557271,120,KeC1-2-5,KeC1-2,S2018KS179111,5,19N02565,157,KeC1,,,120.0,Bt2,36.0,59.0,0.59,1.327269137,dsp4sh_000065
39.244626,-100.557271,121,KeC1-2-6,KeC1-2,S2018KS179111,6,19N02566,157,KeC1,,,121.0,Btk,59.0,78.0,0.64,1.201212785,dsp4sh_000065
39.244626,-100.557271,122,KeC1-2-7,KeC1-2,S2018KS179111,7,19N02567,157,KeC1,,,122.0,Bk,78.0,100.0,0.7,1.077273137,dsp4sh_000065
39.244626,-100.557271,123,KeC1-3-1,KeC1-3,S2018KS179112,1,19N02568,158,KeC1,,,123.0,Ap1,0.0,5.0,2.12,0.989217767,dsp4sh_000065
39.244626,-100.557271,124,KeC1-3-2,KeC1-3,S2018KS179112,2,19N02569,158,KeC1,,,124.0,Ap1,5.0,10.0,1.78,1.182150311,dsp4sh_000065
39.244626,-100.557271,125,KeC1-3-3,KeC1-3,S2018KS179112,3,19N02570,158,KeC1,,,125.0,Ap2,10.0,24.0,1.41,1.181085423,dsp4sh_000065
39.244626,-100.557271,126,KeC1-3-4,KeC1-3,S2018KS179112,4,19N02571,158,KeC1,,,126.0,Bt,24.0,38.0,0.92,1.235582603,dsp4sh_000065
39.244626,-100.557271,127,KeC1-3-5,KeC1-3,S2018KS179112,5,19N02572,158,KeC1,,,127.0,Btk1,38.0,61.0,0.64,,dsp4sh_000065
39.244626,-100.557271,128,KeC1-3-6,KeC1-3,S2018KS179112,6,19N02573,158,KeC1,,,128.0,Btk2,61.0,80.0,0.64,,dsp4sh_000065
39.244626,-100.557271,129,KeC1-3-7,KeC1-3,S2018KS179112,7,19N02574,158,KeC1,,,129.0,Bk,80.0,100.0,0.7,,dsp4sh_000065
39.3817794,-101.0631493,130,KeC2-1-1,KeC2-1,S2018KS193101,1,19N02575,159,KeC2,,,130.0,Ap1,0.0,5.0,2.37,0.933968903,dsp4sh_000072
39.3817794,-101.0631493,131,KeC2-1-2,KeC2-1,S2018KS193101,2,19N02576,159,KeC2,,,131.0,Ap1,5.0,10.0,1.73,1.140932904,dsp4sh_000072
39.3817794,-101.0631493,132,KeC2-1-3,KeC2-1,S2018KS193101,3,19N02577,159,KeC2,,,132.0,Ap2,10.0,22.0,1.26,1.221540705,dsp4sh_000072
39.3817794,-101.0631493,133,KeC2-1-4,KeC2-1,S2018KS193101,4,19N02578,159,KeC2,,,133.0,Bt1,22.0,42.0,0.74,1.319614748,dsp4sh_000072
39.3817794,-101.0631493,134,KeC2-1-5,KeC2-1,S2018KS193101,5,19N02579,159,KeC2,,,134.0,Bt2,42.0,56.0,0.75,1.382474426,dsp4sh_000072
39.3817794,-101.0631493,135,KeC2-1-6,KeC2-1,S2018KS193101,6,19N02580,159,KeC2,,,135.0,Btk1,56.0,69.0,1.02,1.368067125,dsp4sh_000072
39.3817794,-101.0631493,136,KeC2-1-7,KeC2-1,S2018KS193101,7,19N02581,159,KeC2,,,136.0,Btk2,69.0,84.0,0.82,1.256107786,dsp4sh_000072
39.3817794,-101.0631493,137,KeC2-1-8,KeC2-1,S2018KS193101,8,19N02582,159,KeC2,,,137.0,Btk3,84.0,100.0,0.59,1.242825403,dsp4sh_000072
39.3815262,-101.0632519,138,KeC2-2-1,KeC2-2,S2018KS193102,1,19N02583,160,KeC2,,,138.0,Ap1,0.0,5.0,2.28,1.382098583,dsp4sh_000070
39.3815262,-101.0632519,139,KeC2-2-2,KeC2-2,S2018KS193102,2,19N02584,160,KeC2,,,139.0,Ap1,5.0,10.0,1.6,1.451378905,dsp4sh_000070
39.3815262,-101.0632519,140,KeC2-2-3,KeC2-2,S2018KS193102,3,19N02585,160,KeC2,,,140.0,Ap2,10.0,23.0,1.25,1.447331369,dsp4sh_000070
39.3815262,-101.0632519,141,KeC2-2-4,KeC2-2,S2018KS193102,4,19N02586,160,KeC2,,,141.0,Bt1,23.0,40.0,0.95,1.266184298,dsp4sh_000070
39.3815262,-101.0632519,142,KeC2-2-5,KeC2-2,S2018KS193102,5,19N02587,160,KeC2,,,142.0,Bt2,40.0,56.0,0.78,1.334358741,dsp4sh_000070
39.3815262,-101.0632519,143,KeC2-2-6,KeC2-2,S2018KS193102,6,19N02588,160,KeC2,,,143.0,Btk1,56.0,69.0,0.78,1.224716896,dsp4sh_000070
39.3815262,-101.0632519,144,KeC2-2-7,KeC2-2,S2018KS193102,7,19N02589,160,KeC2,,,144.0,Btk2,69.0,79.0,0.7,1.274231752,dsp4sh_000070
39.3816973,-101.0629297,145,KeC2-2-8,KeC2-3,S2018KS193102,8,19N02590,161,KeC2,,,145.0,Btk3,79.0,100.0,0.78,1.297544434,dsp4sh_000071
39.3816973,-101.0629297,146,KeC2-3-1,KeC2-3,S2018KS193103,1,19N02591,161,KeC2,,,146.0,Ap1,0.0,5.0,2.09,1.15759526,dsp4sh_000071
39.3816973,-101.0629297,147,KeC2-3-2,KeC2-3,S2018KS193103,2,19N02592,161,KeC2,,,147.0,Ap1,5.0,10.0,1.53,1.404899702,dsp4sh_000071
39.3816973,-101.0629297,148,KeC2-3-3,KeC2-3,S2018KS193103,3,19N02593,161,KeC2,,,148.0,Ap2,10.0,26.0,1.21,1.356008841,dsp4sh_000071
39.3816973,-101.0629297,149,KeC2-3-4,KeC2-3,S2018KS193103,4,19N02594,161,KeC2,,,149.0,Bt1,26.0,40.0,0.89,1.28694776,dsp4sh_000071
39.3816973,-101.0629297,150,KeC2-3-5,KeC2-3,S2018KS193103,5,19N02595,161,KeC2,,,150.0,Bt2,40.0,52.0,0.96,1.357105049,dsp4sh_000071
39.3816973,-101.0629297,151,KeC2-3-6,KeC2-3,S2018KS193103,6,19N02596,161,KeC2,,,151.0,Bt3,52.0,66.0,1.23,1.372765158,dsp4sh_000071
