pixel_x_250m,pixel_y_250m,depth_bin_10cm,observed_SOC_pct,predicted_SOC_pct,lower_90,upper_90,n_horizons
-54792,22644,6,0.529999986290925,0.50491056,0.0,1.0320565417886352,2
-54792,22644,9,0.570999979972835,0.34413573,0.0,0.7305790022330094,2
-54756,22629,0,3.3811666965484566,2.2408077333333334,0.4170731717310587,4.064542294935608,6
-54756,22629,1,1.3676666816075567,1.3136599666666668,0.23516597417907717,2.392153959154256,3
-54756,22629,4,0.6946666737397433,0.7331051333333333,0.06111110285771685,1.4050991638089496,3
-54756,22629,6,0.39966667691866004,0.5195686466666666,0.003929064808654774,1.036235376911621,3
-54756,22629,8,0.19666666289169998,0.3747353266666667,0.0,0.7734620979418692,3
-54754,22631,0,1.8777500092983175,1.892664825,0.23783812431259155,3.5474915256874087,4
-54754,22631,1,1.6930000185966398,1.27936695,0.17872608681983948,2.3800078131801605,2
-54754,22631,2,1.2425000071525498,0.9843745500000001,0.12242603005485536,1.8463230699451447,2
-54754,22631,4,0.454499989747995,0.5479752499999999,0.0,1.1556391496601104,2
-54754,22631,7,0.30999998748302005,0.35128210000000004,0.0,0.7538962166687012,2
-54754,22631,9,0.22199999541044002,0.29777587,0.0,0.6670542562352371,2
-54754,22632,0,1.784500002861015,1.5457992,0.36331791109008793,2.7282804889099124,2
-54754,22632,1,1.44799995422363,1.1952134,0.26290752755966196,2.1275192724403382,1
-54754,22632,2,1.125,0.9459691,0.14583903074417115,1.746099169255829,1
-54754,22632,4,0.4259999990463199,0.5235082,0.0,1.0901610344154358,1
-54754,22632,7,0.21799999475479,0.3261464,0.0,0.7047259569419861,1
-54754,22632,9,0.29600000381469,0.27401894,0.0,0.6193000641149902,1
-54729,22429,0,2.6870000362396183,3.0206760999999998,0.4670535760564169,5.574298623943583,6
-54729,22429,1,2.270333290100093,1.5317063,0.18592735789184575,2.877485242108154,3
-54729,22429,4,1.3866666952768931,0.8890155200000001,0.030632937335510275,1.7473981026644896,3
